id,sensor_id,distance,altura_cm,nome,endereco,email_responsavel,threshold_percent,fill_percent,created_at
28,Lixeira-A1,37.19,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,43.66,2026-01-03 14:00:00+00
29,Lixeira-A1,37.19,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,43.66,2026-01-03 16:00:00+00
30,Lixeira-A1,36.01,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,45.44,2026-01-03 18:00:00+00
31,Lixeira-A1,35.9,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,45.6,2026-01-03 20:00:00+00
32,Lixeira-A1,35.2,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,46.67,2026-01-03 22:00:00+00
33,Lixeira-A1,33.42,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,49.36,2026-01-04 00:00:00+00
34,Lixeira-A1,33.04,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,49.94,2026-01-04 02:00:00+00
35,Lixeira-A1,30.28,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,54.12,2026-01-04 04:00:00+00
36,Lixeira-A1,30.28,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,54.12,2026-01-04 06:00:00+00
37,Lixeira-A1,29.18,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,55.78,2026-01-04 08:00:00+00
38,Lixeira-A1,28.91,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,56.19,2026-01-04 10:00:00+00
39,Lixeira-A1,26.33,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,60.1,2026-01-04 12:00:00+00
40,Lixeira-A1,26.33,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,60.1,2026-01-04 14:00:00+00
41,Lixeira-A1,24.75,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,62.5,2026-01-04 16:00:00+00
42,Lixeira-A1,24.74,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,62.51,2026-01-04 18:00:00+00
43,Lixeira-A1,24.31,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,63.16,2026-01-04 20:00:00+00
44,Lixeira-A1,22.85,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,65.38,2026-01-04 22:00:00+00
45,Lixeira-A1,22.15,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,66.44,2026-01-05 00:00:00+00
46,Lixeira-A1,20.54,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,68.87,2026-01-05 02:00:00+00
47,Lixeira-A1,19.65,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,70.23,2026-01-05 04:00:00+00
48,Lixeira-A1,17.98,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,72.76,2026-01-05 06:00:00+00
49,Lixeira-A1,16.62,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,74.81,2026-01-05 08:00:00+00
50,Lixeira-A1,16.3,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,75.3,2026-01-05 10:00:00+00
51,Lixeira-A1,15.15,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,77.04,2026-01-05 12:00:00+00
52,Lixeira-A1,13.81,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,79.08,2026-01-05 14:00:00+00
53,Lixeira-A1,13.6,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,79.4,2026-01-05 16:00:00+00
54,Lixeira-A1,11.33,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,82.84,2026-01-05 18:00:00+00
55,Lixeira-A1,10.16,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,84.61,2026-01-05 20:00:00+00
56,Lixeira-A1,9.75,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,85.22,2026-01-05 22:00:00+00
57,Lixeira-A1,6.54,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,90.08,2026-01-06 00:00:00+00
58,Lixeira-A1,6.54,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,90.08,2026-01-06 02:00:00+00
59,Lixeira-A1,6.54,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,90.08,2026-01-06 04:00:00+00
60,Lixeira-A1,6.14,66,Lixeira 1,"Cerro Cora, 914, Vila Madalena, Sao Paulo, SP",resp@exemplo.com,70,90.69,2026-01-06 06:00:00+00
61,Lixeira-A2,63.55,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,3.71,2026-01-01 08:00:00+00
62,Lixeira-A2,63.55,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,3.71,2026-01-01 11:00:00+00
63,Lixeira-A2,61.84,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,6.3,2026-01-01 14:00:00+00
64,Lixeira-A2,61.48,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,6.84,2026-01-01 17:00:00+00
65,Lixeira-A2,60.85,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,7.8,2026-01-01 20:00:00+00
66,Lixeira-A2,59.99,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,9.1,2026-01-01 23:00:00+00
67,Lixeira-A2,59.99,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,9.1,2026-01-02 02:00:00+00
68,Lixeira-A2,57.68,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,12.61,2026-01-02 05:00:00+00
69,Lixeira-A2,56.01,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,15.14,2026-01-02 08:00:00+00
70,Lixeira-A2,56.01,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,15.14,2026-01-02 11:00:00+00
71,Lixeira-A2,55.84,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,15.39,2026-01-02 14:00:00+00
72,Lixeira-A2,53.29,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,19.26,2026-01-02 17:00:00+00
73,Lixeira-A2,52.4,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,20.6,2026-01-02 20:00:00+00
74,Lixeira-A2,52.11,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,21.05,2026-01-02 23:00:00+00
75,Lixeira-A2,50.64,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,23.28,2026-01-03 02:00:00+00
76,Lixeira-A2,50.01,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,24.23,2026-01-03 05:00:00+00
77,Lixeira-A2,50.01,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,24.23,2026-01-03 08:00:00+00
78,Lixeira-A2,47.17,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,28.53,2026-01-03 11:00:00+00
79,Lixeira-A2,46.98,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,28.83,2026-01-03 14:00:00+00
80,Lixeira-A2,46.9,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,28.94,2026-01-03 17:00:00+00
81,Lixeira-A2,44.43,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,32.69,2026-01-03 20:00:00+00
82,Lixeira-A2,44.43,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,32.69,2026-01-03 23:00:00+00
83,Lixeira-A2,42.97,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,34.89,2026-01-04 02:00:00+00
84,Lixeira-A2,41.84,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,36.61,2026-01-04 05:00:00+00
85,Lixeira-A2,41.83,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,36.63,2026-01-04 08:00:00+00
86,Lixeira-A2,41.55,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,37.05,2026-01-04 11:00:00+00
87,Lixeira-A2,40.17,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,39.13,2026-01-04 14:00:00+00
88,Lixeira-A2,37.87,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,42.62,2026-01-04 17:00:00+00
89,Lixeira-A2,37.87,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,42.62,2026-01-04 20:00:00+00
90,Lixeira-A2,36.82,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,44.22,2026-01-04 23:00:00+00
91,Lixeira-A2,34.18,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,48.21,2026-01-05 02:00:00+00
92,Lixeira-A2,33.7,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,48.94,2026-01-05 05:00:00+00
93,Lixeira-A2,33.7,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,48.94,2026-01-05 08:00:00+00
94,Lixeira-A2,31.89,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,51.68,2026-01-05 11:00:00+00
95,Lixeira-A2,29.97,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,54.59,2026-01-05 14:00:00+00
96,Lixeira-A2,29.97,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,54.59,2026-01-05 17:00:00+00
97,Lixeira-A2,29.34,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,55.55,2026-01-05 20:00:00+00
98,Lixeira-A2,27.72,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,58.0,2026-01-05 23:00:00+00
99,Lixeira-A2,27.72,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,58.0,2026-01-06 02:00:00+00
100,Lixeira-A2,26.2,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,60.3,2026-01-06 05:00:00+00
101,Lixeira-A2,26.15,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,60.38,2026-01-06 08:00:00+00
102,Lixeira-A2,25.68,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,61.09,2026-01-06 11:00:00+00
103,Lixeira-A2,23.03,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,65.1,2026-01-06 14:00:00+00
104,Lixeira-A2,23.03,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,65.1,2026-01-06 17:00:00+00
105,Lixeira-A2,22.82,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,65.43,2026-01-06 20:00:00+00
106,Lixeira-A2,19.9,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,69.84,2026-01-06 23:00:00+00
107,Lixeira-A2,16.5,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,75.0,2026-01-07 02:00:00+00
108,Lixeira-A2,16.5,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,75.0,2026-01-07 05:00:00+00
109,Lixeira-A2,16.5,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,75.0,2026-01-07 08:00:00+00
110,Lixeira-A2,15.85,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,75.98,2026-01-07 11:00:00+00
111,Lixeira-A2,15.85,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,75.98,2026-01-07 14:00:00+00
112,Lixeira-A2,12.82,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,80.57,2026-01-07 17:00:00+00
113,Lixeira-A2,11.49,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,82.6,2026-01-07 20:00:00+00
114,Lixeira-A2,11.49,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,82.6,2026-01-07 23:00:00+00
115,Lixeira-A2,11.49,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,82.6,2026-01-08 02:00:00+00
116,Lixeira-A2,8.49,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,87.13,2026-01-08 05:00:00+00
117,Lixeira-A2,7.79,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,88.19,2026-01-08 08:00:00+00
118,Lixeira-A2,7.79,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,88.19,2026-01-08 11:00:00+00
119,Lixeira-A2,7.39,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,88.81,2026-01-08 14:00:00+00
120,Lixeira-A2,5.21,66,Lixeira 2,"Avenida Morumbi, 6340, Morumbi, Sao Paulo, SP",resp@exemplo2.com,70,92.11,2026-01-08 17:00:00+00
121,Lixeira-A3,63.82,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,3.3,2026-01-01 09:00:00+00
122,Lixeira-A3,63.64,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,3.58,2026-01-01 13:00:00+00
123,Lixeira-A3,61.49,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,6.83,2026-01-01 17:00:00+00
124,Lixeira-A3,61.49,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,6.83,2026-01-01 21:00:00+00
125,Lixeira-A3,60.58,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,8.22,2026-01-02 01:00:00+00
126,Lixeira-A3,58.62,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,11.18,2026-01-02 05:00:00+00
127,Lixeira-A3,57.1,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,13.48,2026-01-02 09:00:00+00
128,Lixeira-A3,57.1,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,13.48,2026-01-02 13:00:00+00
129,Lixeira-A3,57.1,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,13.48,2026-01-02 17:00:00+00
130,Lixeira-A3,55.98,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,15.18,2026-01-02 21:00:00+00
131,Lixeira-A3,54.5,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,17.42,2026-01-03 01:00:00+00
132,Lixeira-A3,52.67,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,20.2,2026-01-03 05:00:00+00
133,Lixeira-A3,52.37,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,20.65,2026-01-03 09:00:00+00
134,Lixeira-A3,52.37,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,20.65,2026-01-03 13:00:00+00
135,Lixeira-A3,49.93,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,24.34,2026-01-03 17:00:00+00
136,Lixeira-A3,49.93,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,24.34,2026-01-03 21:00:00+00
137,Lixeira-A3,47.99,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,27.28,2026-01-04 01:00:00+00
138,Lixeira-A3,47.55,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,27.96,2026-01-04 05:00:00+00
139,Lixeira-A3,47.55,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,27.96,2026-01-04 09:00:00+00
140,Lixeira-A3,46.94,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,28.87,2026-01-04 13:00:00+00
141,Lixeira-A3,44.43,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,32.68,2026-01-04 17:00:00+00
142,Lixeira-A3,43.96,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,33.39,2026-01-04 21:00:00+00
143,Lixeira-A3,43.96,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,33.39,2026-01-05 01:00:00+00
144,Lixeira-A3,41.31,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,37.42,2026-01-05 05:00:00+00
145,Lixeira-A3,41.31,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,37.42,2026-01-05 09:00:00+00
146,Lixeira-A3,41.3,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,37.43,2026-01-05 13:00:00+00
147,Lixeira-A3,38.62,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,41.48,2026-01-05 17:00:00+00
148,Lixeira-A3,38.17,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,42.17,2026-01-05 21:00:00+00
149,Lixeira-A3,36.06,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,45.37,2026-01-06 01:00:00+00
150,Lixeira-A3,36.06,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,45.37,2026-01-06 05:00:00+00
151,Lixeira-A3,34.31,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,48.01,2026-01-06 09:00:00+00
152,Lixeira-A3,34.31,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,48.01,2026-01-06 13:00:00+00
153,Lixeira-A3,33.4,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,49.39,2026-01-06 17:00:00+00
154,Lixeira-A3,32.67,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,50.5,2026-01-06 21:00:00+00
155,Lixeira-A3,30.64,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,53.57,2026-01-07 01:00:00+00
156,Lixeira-A3,30.64,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,53.57,2026-01-07 05:00:00+00
157,Lixeira-A3,29.52,66,Lixeira 3,"Avenida Pompeia, 1308, Pompeia, Sao Paulo, SP",resp@exemplo3.com,70,55.28,2026-01-07 09:00:00+00
